variable,bin,segment,left,right,closed
rat_ventas_tsal_12md,bin_7,2,53.335,1838915.465,right
saldo_haber_6med,bin_1,1,-0.001,502.362,right
saldo_haber_6med,bin_2,1,502.362,5818.333,right
saldo_haber_6med,bin_2,2,5818.333,16837.046,right
saldo_haber_6med,bin_2,3,16837.046,38191.91,right
saldo_haber_6med,bin_2,4,38191.91,76875.112,right
saldo_haber_6med,bin_2,5,76875.112,146209.875,right
saldo_haber_6med,bin_2,6,146209.875,323024.702,right
saldo_haber_6med,bin_2,7,323024.702,22500000.0,right
saldo_haber_12med,bin_1,1,-0.001,1412.582,right
saldo_haber_12med,bin_2,1,1412.582,8783.607,right
saldo_haber_12med,bin_3,1,8783.607,21773.135,right
saldo_haber_12med,bin_3,2,21773.135,46805.737,right
saldo_haber_12med,bin_3,3,46805.737,87610.745,right
saldo_haber_12med,bin_3,4,87610.745,156593.406,right
saldo_haber_12med,bin_3,5,156593.406,321685.432,right
saldo_haber_12med,bin_3,6,321685.432,22500000.0,right
spashaber_prom_6med,bin_1,1,-0.001,1446.999,right
spashaber_prom_6med,bin_2,1,1446.999,7378.615,right
spashaber_prom_6med,bin_2,2,7378.615,20024.735,right
spashaber_prom_6med,bin_2,3,20024.735,41482.257,right
spashaber_prom_6med,bin_2,4,41482.257,77726.245,right
spashaber_prom_6med,bin_2,5,77726.245,142342.196,right
spashaber_prom_6med,bin_2,6,142342.196,309060.247,right
spashaber_prom_6med,bin_2,7,309060.247,12992342.234,right
spashaber_prom_12med,bin_1,1,-0.001,2560.391,right
spashaber_prom_12med,bin_2,1,2560.391,9762.24,right
spashaber_prom_12med,bin_2,2,9762.24,24835.068,right
spashaber_prom_12med,bin_2,3,24835.068,47243.095,right
spashaber_prom_12med,bin_2,4,47243.095,83293.334,right
spashaber_prom_12med,bin_2,5,83293.334,147287.705,right
spashaber_prom_12med,bin_2,6,147287.705,308546.214,right
spashaber_prom_12med,bin_2,7,308546.214,17395915.848,right
rat_prpas_sact_6med,bin_1,1,-1454223.365,0.00222,right
rat_prpas_sact_6med,bin_2,1,0.00222,0.0128,right
rat_prpas_sact_6med,bin_3,1,0.0128,0.0328,right
rat_prpas_sact_6med,bin_3,2,0.0328,0.0645,right
rat_prpas_sact_6med,bin_3,3,0.0645,0.123,right
rat_prpas_sact_6med,bin_3,4,0.123,0.265,right
rat_prpas_sact_6med,bin_3,5,0.265,0.804,right
rat_prpas_sact_6med,bin_3,6,0.804,493367.224,right
rat_prpas_sact_12med,bin_1,1,-1422707.596,0.00391,right
rat_prpas_sact_12med,bin_2,1,0.00391,0.0179,right
rat_prpas_sact_12med,bin_3,1,0.0179,0.0401,right
rat_prpas_sact_12med,bin_3,2,0.0401,0.0749,right
rat_prpas_sact_12med,bin_3,3,0.0749,0.14,right
rat_prpas_sact_12med,bin_6,1,0.14,0.296,right
rat_prpas_sact_12med,bin_6,2,0.296,0.946,right
rat_prpas_sact_12med,bin_6,3,0.946,493367.224,right
rat_spas_sact_6med,bin_1,1,-6880996.6680000005,0.000627,right
rat_spas_sact_6med,bin_2,1,0.000627,0.00828,right
rat_spas_sact_6med,bin_3,1,0.00828,0.0264,right
rat_spas_sact_6med,bin_3,2,0.0264,0.0591,right
rat_spas_sact_6med,bin_3,3,0.0591,0.123,right
rat_spas_sact_6med,bin_3,4,0.123,0.268,right
rat_spas_sact_6med,bin_3,5,0.268,0.769,right
rat_spas_sact_6med,bin_3,6,0.769,262521.01,right
rat_spas_sact_12med,bin_1,1,-6880996.6680000005,0.00182,right
rat_spas_sact_12med,bin_2,1,0.00182,0.0132,right
rat_spas_sact_12med,bin_3,1,0.0132,0.0356,right
rat_spas_sact_12med,bin_3,2,0.0356,0.0722,right
rat_spas_sact_12med,bin_5,1,0.0722,0.139,right
rat_spas_sact_12med,bin_5,2,0.139,0.294,right
rat_spas_sact_12med,bin_5,3,0.294,0.906,right
rat_spas_sact_12med,bin_5,4,0.906,262521.01,right
rat_spas_snet_6med,bin_1,1,-0.476,0.000115,right
rat_spas_snet_6med,bin_2,1,-33860.322,-0.476,right
rat_spas_snet_6med,bin_2,2,0.000115,0.0063,right
rat_spas_snet_6med,bin_2,3,0.0063,0.0237,right
rat_spas_snet_6med,bin_2,4,0.0237,0.0585,right
rat_spas_snet_6med,bin_2,5,0.0585,0.14,right
rat_spas_snet_6med,bin_2,6,0.14,0.419,right
rat_spas_snet_6med,bin_2,7,0.419,76833.422,right
rat_spas_snet_12med,bin_1,1,-33860.322,-0.648,right
rat_spas_snet_12med,bin_1,2,-0.648,2.11e-07,right
rat_spas_snet_12med,bin_1,3,2.11e-07,0.00693,right
rat_spas_snet_12med,bin_1,4,0.00693,0.0267,right
rat_spas_snet_12med,bin_1,5,0.0267,0.0649,right
rat_spas_snet_12med,bin_1,6,0.0649,0.149,right
rat_spas_snet_12med,bin_1,7,0.149,0.463,right
rat_spas_snet_12med,bin_1,8,0.463,76833.422,right
saldispopera_6med,bin_1,1,-0.001,4185.503,right
saldispopera_6med,bin_2,1,4185.503,23450.139,right
saldispopera_6med,bin_2,2,23450.139,126092.145,right
saldispopera_6med,bin_2,3,126092.145,15511941.064,right
saldispopera_12med,bin_1,1,-0.001,5550.454,right
saldispopera_12med,bin_2,1,5550.454,24000.0,right
saldispopera_12med,bin_2,2,24000.0,132405.94,right
saldispopera_12med,bin_2,3,132405.94,15511941.064,right
limite_6med,bin_1,1,1000000.0,1600000.0,right
limite_6med,bin_2,1,1599.999,150000.0,right
limite_6med,bin_2,2,150000.0,260000.0,right
limite_6med,bin_2,3,260000.0,407788.8,right
limite_6med,bin_2,4,407788.8,600325.069,right
limite_6med,bin_2,5,600325.069,1000000.0,right
limite_6med,bin_2,6,1600000.0,2944656.756,right
limite_6med,bin_2,7,2944656.756,52511847.004,right
limite_12med,bin_1,1,1000000.0,1600000.0,right
limite_12med,bin_2,1,1599.999,150000.0,right
limite_12med,bin_2,2,150000.0,260000.0,right
limite_12med,bin_2,3,260000.0,400959.208,right
limite_12med,bin_2,4,400959.208,600000.0,right
limite_12med,bin_2,5,600000.0,1000000.0,right
limite_12med,bin_2,6,1600000.0,2883314.184,right
limite_12med,bin_2,7,2883314.184,52511847.004,right
saldo_dispuesto_6med,bin_1,1,-1498729.173,100374.091,right
saldo_dispuesto_6med,bin_1,2,100374.091,219701.56,right
saldo_dispuesto_6med,bin_3,1,219701.56,357883.478,right
saldo_dispuesto_6med,bin_3,2,357883.478,550000.0,right
saldo_dispuesto_6med,bin_3,3,550000.0,957695.442,right
saldo_dispuesto_6med,bin_3,4,957695.442,1500000.0,right
saldo_dispuesto_6med,bin_3,5,1500000.0,2798789.633,right
saldo_dispuesto_6med,bin_3,6,2798789.633,52511847.004,right
sdispuesto_12med,bin_1,1,-1762949.576,105000.0,right
sdispuesto_12med,bin_1,2,105000.0,218387.52,right
sdispuesto_12med,bin_3,1,218387.52,350000.0,right
sdispuesto_12med,bin_3,2,350000.0,537383.401,right
sdispuesto_12med,bin_3,3,537383.401,943342.706,right
sdispuesto_12med,bin_3,4,943342.706,1500000.0,right
sdispuesto_12med,bin_3,5,1500000.0,2735666.667,right
sdispuesto_12med,bin_3,6,2735666.667,52511847.004,right
total_saldo_6med,bin_1,1,-0.001,123206.484,right
total_saldo_6med,bin_1,2,123206.484,291532.088,right
total_saldo_6med,bin_3,1,291532.088,516709.199,right
total_saldo_6med,bin_3,2,516709.199,833800.804,right
total_saldo_6med,bin_3,3,833800.804,1337616.939,right
total_saldo_6med,bin_3,4,1337616.939,2113271.625,right
total_saldo_6med,bin_3,5,2113271.625,3744926.589,right
total_saldo_6med,bin_3,6,3744926.589,94290413.747,right
total_saldo_12med,bin_1,1,-0.001,135044.461,right
total_saldo_12med,bin_2,1,135044.461,300000.0,right
total_saldo_12med,bin_2,2,300000.0,524829.066,right
total_saldo_12med,bin_2,3,1338081.156,2092781.168,right
total_saldo_12med,bin_2,4,2092781.168,3688199.36,right
total_saldo_12med,bin_6,1,524829.066,835288.975,right
total_saldo_12med,bin_6,2,835288.975,1338081.156,right
total_saldo_12med,bin_6,3,3688199.36,93799779.715,right
rat_dispon_lim_6med,bin_1,1,-0.001,0.00932,right
rat_dispon_lim_6med,bin_2,1,0.00932,0.0771,right
rat_dispon_lim_6med,bin_3,1,0.0771,0.368,right
rat_dispon_lim_6med,bin_4,1,0.368,2.042,right
rat_dispon_lim_12med,bin_1,1,-0.001,0.0139,right
rat_dispon_lim_12med,bin_2,1,0.0139,0.102,right
rat_dispon_lim_12med,bin_3,1,0.102,0.389,right
rat_dispon_lim_12med,bin_4,1,0.389,1.771,right
rat_dispu_lim_6med,bin_1,1,-1.043,0.632,right
rat_dispu_lim_6med,bin_2,1,0.632,0.923,right
rat_dispu_lim_6med,bin_3,1,0.923,0.991,right
rat_dispu_lim_6med,bin_4,1,0.991,1.0,right
rat_dispu_lim_12med,bin_1,1,-0.772,0.611,right
rat_dispu_lim_12med,bin_2,1,0.611,0.898,right
rat_dispu_lim_12med,bin_3,1,0.898,0.986,right
rat_dispu_lim_12med,bin_4,1,0.986,1.0,right
rat_disp_dispon_6med,bin_1,1,-0.482,0.46,right
rat_disp_dispon_6med,bin_1,2,0.46,2.066,right
rat_disp_dispon_6med,bin_1,3,2.066,5.88,right
rat_disp_dispon_6med,bin_1,4,13.532,29.939,right
rat_disp_dispon_6med,bin_1,5,29.939,71.542,right
rat_disp_dispon_6med,bin_6,1,5.88,13.532,right
rat_disp_dispon_6med,bin_6,2,71.542,366.826,right
rat_disp_dispon_6med,bin_6,3,366.826,51149999.0,right
rat_disp_dispo_12med,bin_1,1,-0.429,0.602,right
rat_disp_dispo_12med,bin_1,2,0.602,2.591,right
rat_disp_dispo_12med,bin_1,3,2.591,7.1,right
rat_disp_dispo_12med,bin_1,4,15.353,35.082,right
rat_disp_dispo_12med,bin_1,5,35.082,85.275,right
rat_disp_dispo_12med,bin_6,1,7.1,15.353,right
rat_disp_dispo_12med,bin_6,2,85.275,499.305,right
rat_disp_dispo_12med,bin_6,3,499.305,51149999.0,right
rat_sdeb_shab_6med,bin_1,1,-0.001,1.724,right
rat_sdeb_shab_6med,bin_1,2,1.724,6.218,right
rat_sdeb_shab_6med,bin_3,1,6.218,15.586,right
rat_sdeb_shab_6med,bin_3,2,15.586,36.889,right
rat_sdeb_shab_6med,bin_3,3,36.889,92.693,right
rat_sdeb_shab_6med,bin_3,4,92.693,279.599,right
rat_sdeb_shab_6med,bin_3,5,279.599,1464.014,right
rat_sdeb_shab_6med,bin_3,6,1464.014,586732750.883,right
rat_sdeb_shab_12med,bin_1,1,-0.001,1.992,right
rat_sdeb_shab_12med,bin_1,2,1.992,7.567,right
rat_sdeb_shab_12med,bin_1,3,19.624,47.342,right
rat_sdeb_shab_12med,bin_1,4,126.98,380.727,right
rat_sdeb_shab_12med,bin_5,1,7.567,19.624,right
rat_sdeb_shab_12med,bin_5,2,47.342,126.98,right
rat_sdeb_shab_12med,bin_5,3,380.727,2267.411,right
rat_sdeb_shab_12med,bin_5,4,2267.411,308412574.792,right
rat_sven_stot_6med,bin_1,1,-0.001,4.48e-05,right
rat_sven_stot_6med,bin_2,1,4.48e-05,1.217,right
rat_sven_stot_12med,bin_1,1,-0.001,0.000306,right
rat_sven_stot_12med,bin_2,1,0.000306,1.0,right
rat_sact_snet_6med,bin_1,1,-33859.322,0.524,right
rat_sact_snet_6med,bin_2,1,0.524,1.0,right
rat_sact_snet_6med,bin_2,2,1.0,1.006,right
rat_sact_snet_6med,bin_2,3,1.006,1.024,right
rat_sact_snet_6med,bin_2,4,1.024,1.059,right
rat_sact_snet_6med,bin_2,5,1.059,1.14,right
rat_sact_snet_6med,bin_2,6,1.14,1.419,right
rat_sact_snet_6med,bin_2,7,1.419,76834.422,right
rat_sact_snet_12med,bin_1,1,-33859.322,0.352,right
rat_sact_snet_12med,bin_1,2,0.352,1.0,right
rat_sact_snet_12med,bin_3,1,1.0,1.007,right
rat_sact_snet_12med,bin_3,2,1.007,1.027,right
rat_sact_snet_12med,bin_3,3,1.027,1.065,right
rat_sact_snet_12med,bin_3,4,1.065,1.149,right
rat_sact_snet_12med,bin_3,5,1.149,1.463,right
rat_sact_snet_12med,bin_3,6,1.463,76834.422,right
rat_svivo_sact_6med,bin_1,1,-0.001,1.0,right
rat_svivo_sact_6med,bin_1,2,1.0,1.096,right
rat_svivo_sact_6med,bin_3,1,1.096,1.665,right
rat_svivo_sact_6med,bin_3,2,1.665,2.0,right
rat_svivo_sact_12med,bin_1,1,-1e-05,0.99996,right
rat_svivo_sact_12med,bin_2,1,0.99996,1.0,right
rat_svivo_sact_12med,bin_2,2,1.0,1.11675,right
rat_svivo_sact_12med,bin_2,3,1.11675,1.63678,right
rat_svivo_sact_12med,bin_2,4,1.63678,2.0,right
rat_svivo_spas_6med,bin_1,1,-41240229.551,1.82,right
rat_svivo_spas_6med,bin_1,2,1.82,6.87,right
rat_svivo_spas_6med,bin_1,3,104.277,298.869,right
rat_svivo_spas_6med,bin_4,1,6.87,17.43,right
rat_svivo_spas_6med,bin_4,2,17.43,42.12,right
rat_svivo_spas_6med,bin_4,3,42.12,104.277,right
rat_svivo_spas_6med,bin_4,4,298.869,1472.135,right
rat_svivo_spas_6med,bin_4,5,1472.135,1067829727.999,right
rat_svivo_spas_12med,bin_1,1,-41240213.232,2.126,right
rat_svivo_spas_12med,bin_1,2,2.126,8.348,right
rat_svivo_spas_12med,bin_1,3,21.448,53.361,right
rat_svivo_spas_12med,bin_1,4,136.849,396.7,right
rat_svivo_spas_12med,bin_5,1,8.348,21.448,right
rat_svivo_spas_12med,bin_5,2,53.361,136.849,right
rat_svivo_spas_12med,bin_5,3,396.7,2256.542,right
rat_svivo_spas_12med,bin_5,4,2256.542,535139526.581,right
saldo_debe_6med,bin_1,1,-0.001,96153.807,right
saldo_debe_6med,bin_2,1,96153.807,225729.871,right
saldo_debe_6med,bin_2,2,225729.871,383120.215,right
saldo_debe_6med,bin_2,3,383120.215,608768.58,right
saldo_debe_6med,bin_2,4,608768.58,931956.397,right
saldo_debe_6med,bin_2,5,931956.397,1496902.242,right
saldo_debe_6med,bin_2,6,1496902.242,2641992.812,right
saldo_debe_6med,bin_2,7,2641992.812,51468989.316,right
saldo_debe_12med,bin_1,1,-0.001,100565.151,right
saldo_debe_12med,bin_1,2,100565.151,229349.394,right
saldo_debe_12med,bin_3,1,229349.394,383070.603,right
saldo_debe_12med,bin_3,2,383070.603,611951.787,right
saldo_debe_12med,bin_3,3,611951.787,937402.376,right
saldo_debe_12med,bin_3,4,937402.376,1491792.281,right
saldo_debe_12med,bin_3,5,1491792.281,2609792.376,right
saldo_debe_12med,bin_3,6,2609792.376,51468989.316,right
saldo_vivo_6med,bin_1,1,-0.001,101106.982,right
saldo_vivo_6med,bin_2,1,101106.982,237155.805,right
saldo_vivo_6med,bin_3,1,237155.805,412036.412,right
saldo_vivo_6med,bin_3,2,412036.412,673066.672,right
saldo_vivo_6med,bin_3,3,673066.672,1097221.657,right
saldo_vivo_6med,bin_3,4,1097221.657,1802225.463,right
saldo_vivo_6med,bin_3,5,1802225.463,3198245.039,right
saldo_vivo_6med,bin_3,6,3198245.039,94290413.747,right
saldo_vivo_12med,bin_1,1,-0.001,109147.013,right
saldo_vivo_12med,bin_2,1,109147.013,242666.195,right
saldo_vivo_12med,bin_3,1,242666.195,414768.933,right
saldo_vivo_12med,bin_3,2,414768.933,677962.053,right
saldo_vivo_12med,bin_3,3,677962.053,1097340.05,right
saldo_vivo_12med,bin_3,4,1097340.05,1796663.357,right
saldo_vivo_12med,bin_3,5,1796663.357,3224695.708,right
saldo_vivo_12med,bin_3,6,3224695.708,93799341.238,right
saldo_vencido_6med,bin_1,1,-0.001,34.591,right
saldo_vencido_6med,bin_2,1,34.591,1541246.303,right
saldo_vencido_12med,bin_1,1,-0.001,185.569,right
saldo_vencido_12med,bin_2,1,185.569,920376.606,right
rat_inven_sact_6med,bin_1,1,-54399.001,0.0,right
rat_inven_sact_6med,bin_1,2,0.0,0.00458,right
rat_inven_sact_6med,bin_1,3,0.00458,0.00938,right
rat_inven_sact_6med,bin_1,4,0.00938,0.0163,right
rat_inven_sact_6med,bin_1,5,0.0163,0.0297,right
rat_inven_sact_6med,bin_1,6,0.0297,0.0749,right
rat_inven_sact_6med,bin_1,7,0.0749,25.453,right
rat_inven_sact_12med,bin_1,1,-54399.001,0.0,right
rat_inven_sact_12med,bin_1,2,0.0,0.00378,right
rat_inven_sact_12med,bin_1,3,0.00378,0.00893,right
rat_inven_sact_12med,bin_1,4,0.00893,0.0169,right
rat_inven_sact_12med,bin_1,5,0.0169,0.0312,right
rat_inven_sact_12med,bin_1,6,0.0312,0.0907,right
rat_inven_sact_12med,bin_1,7,0.0907,25.453,right
rat_inven_spas_6med,bin_1,1,-1275900.501,0.0,right
rat_inven_spas_6med,bin_1,2,0.0,0.0507,right
rat_inven_spas_6med,bin_1,3,0.0507,0.248,right
rat_inven_spas_6med,bin_1,4,0.248,1.316,right
rat_inven_spas_6med,bin_1,5,1.316,11.785,right
rat_inven_spas_6med,bin_1,6,11.785,117.116,right
rat_inven_spas_6med,bin_1,7,117.116,400101580.4,right
rat_inven_spas_12med,bin_1,1,-1275900.501,0.0,right
rat_inven_spas_12med,bin_1,2,0.0,0.0448,right
rat_inven_spas_12med,bin_1,3,0.0448,0.264,right
rat_inven_spas_12med,bin_1,4,0.264,1.411,right
rat_inven_spas_12med,bin_1,5,1.411,14.719,right
rat_inven_spas_12med,bin_1,6,14.719,127.777,right
rat_inven_spas_12med,bin_1,7,127.777,240061215.692,right
rat_ven_sact_6med,bin_1,1,-0.00100545,0.0,right
rat_ven_sact_6med,bin_2,1,0.0,6.02e-05,right
rat_ven_sact_6med,bin_3,1,6.02e-05,2.323,right
rat_ven_sact_12med,bin_1,1,-0.00100297,0.0,right
rat_ven_sact_12med,bin_2,1,0.0,0.000525,right
rat_ven_sact_12med,bin_3,1,0.000525,1.263,right
rat_ven_spas_6med,bin_1,1,-523658.73,0.0,right
rat_ven_spas_6med,bin_2,1,0.0,738987.75,right
rat_ven_spas_12med,bin_1,1,-346775.271,0.0,right
rat_ven_spas_12med,bin_1,2,0.0,0.000442,right
rat_ven_spas_12med,bin_3,1,0.000442,383886.7,right
siniincicap_v_6med,bin_1,1,-0.001,2993.059,right
siniincicap_v_6med,bin_1,2,2993.059,5968.56,right
siniincicap_v_6med,bin_1,3,10422.443,18156.928,right
siniincicap_v_6med,bin_1,4,18156.928,40070.978,right
siniincicap_v_6med,bin_1,5,40070.978,5000000.0,right
siniincicap_v_6med,bin_6,1,5968.56,10422.443,right
siniincicap_v_12med,bin_1,1,-0.001,2358.86,right
siniincicap_v_12med,bin_1,2,10317.498,18925.293,right
siniincicap_v_12med,bin_1,3,18925.293,42936.976,right
siniincicap_v_12med,bin_4,1,2358.86,5624.643,right
siniincicap_v_12med,bin_4,2,5624.643,10317.498,right
siniincicap_v_12med,bin_4,3,42936.976,5000000.0,right
saldo_activo_6max,bin_1,1,-342.121,123952.995,right
saldo_activo_6max,bin_2,1,123952.995,267307.05,right
saldo_activo_6max,bin_2,2,267307.05,446273.79,right
saldo_activo_6max,bin_2,3,446273.79,694730.75,right
saldo_activo_6max,bin_2,4,694730.75,1029138.227,right
saldo_activo_6max,bin_2,5,1029138.227,1710935.13,right
saldo_activo_6max,bin_2,6,1710935.13,2940488.477,right
saldo_activo_6max,bin_2,7,2940488.477,52964109.337,right
saldo_activo_12max,bin_1,1,-0.001,150000.0,right
saldo_activo_12max,bin_2,1,150000.0,300000.0,right
saldo_activo_12max,bin_2,2,300000.0,496986.409,right
saldo_activo_12max,bin_2,3,496986.409,763960.543,right
saldo_activo_12max,bin_2,4,763960.543,1143751.475,right
saldo_activo_12max,bin_2,5,1143751.475,1850355.554,right
saldo_activo_12max,bin_2,6,1850355.554,3090735.383,right
saldo_activo_12max,bin_2,7,3090735.383,52964109.337,right
saldo_pasivo_6max,bin_1,1,-148938.101,1200.07,right
saldo_pasivo_6max,bin_2,1,1200.07,13404.54,right
saldo_pasivo_6max,bin_3,1,13404.54,39980.98,right
saldo_pasivo_6max,bin_4,1,39980.98,87342.839,right
saldo_pasivo_6max,bin_4,2,87342.839,165534.65,right
saldo_pasivo_6max,bin_4,3,165534.65,303534.854,right
saldo_pasivo_6max,bin_4,4,303534.854,635184.35,right
saldo_pasivo_6max,bin_4,5,635184.35,23198688.849,right
saldo_pasivo_12max,bin_1,1,-148938.101,5269.76,right
saldo_pasivo_12max,bin_2,1,5269.76,29897.108,right
saldo_pasivo_12max,bin_2,2,29897.108,73515.89,right
saldo_pasivo_12max,bin_2,3,73515.89,140759.31,right
saldo_pasivo_12max,bin_2,4,140759.31,262222.6,right
saldo_pasivo_12max,bin_2,5,262222.6,440024.2,right
saldo_pasivo_12max,bin_2,6,440024.2,857964.34,right
saldo_pasivo_12max,bin_2,7,857964.34,23198688.849,right
saldo_neto_6max,bin_1,1,-11973257.017,72452.051,right
saldo_neto_6max,bin_2,1,72452.051,218527.62,right
saldo_neto_6max,bin_2,2,218527.62,381706.255,right
saldo_neto_6max,bin_2,3,381706.255,616474.31,right
saldo_neto_6max,bin_2,4,616474.31,957522.059,right
saldo_neto_6max,bin_2,5,957522.059,1551010.25,right
saldo_neto_6max,bin_2,6,1551010.25,2773831.811,right
saldo_neto_6max,bin_2,7,2773831.811,52766867.894,right
saldo_neto_12max,bin_1,1,-11973257.017,99786.57,right
saldo_neto_12max,bin_2,1,99786.57,251668.0,right
saldo_neto_12max,bin_2,2,251668.0,428169.409,right
saldo_neto_12max,bin_2,3,428169.409,684190.537,right
saldo_neto_12max,bin_2,4,684190.537,1013699.352,right
saldo_neto_12max,bin_2,5,1013699.352,1690384.75,right
saldo_neto_12max,bin_2,6,1690384.75,2929335.68,right
saldo_neto_12max,bin_2,7,2929335.68,52766867.894,right
patrimonio_neto_6max,bin_1,1,-4725903.001,868120.0,right
patrimonio_neto_6max,bin_2,1,868120.0,1546282.5,right
patrimonio_neto_6max,bin_2,2,1546282.5,2518972.0,right
patrimonio_neto_6max,bin_2,3,2518972.0,4006669.0,right
patrimonio_neto_6max,bin_2,4,4006669.0,5528932.0,right
patrimonio_neto_6max,bin_2,5,5528932.0,8315480.0,right
patrimonio_neto_6max,bin_2,6,8315480.0,14751015.0,right
patrimonio_neto_6max,bin_2,7,14751015.0,4082779871.0,right
pat_neto_12max,bin_1,1,-4725903.001,908500.0,right
pat_neto_12max,bin_2,1,908500.0,1599339.0,right
pat_neto_12max,bin_2,2,1599339.0,2573968.0,right
pat_neto_12max,bin_2,3,2573968.0,4086234.0,right
pat_neto_12max,bin_2,4,4086234.0,5599249.0,right
pat_neto_12max,bin_2,5,5599249.0,8378688.0,right
pat_neto_12max,bin_2,6,8378688.0,14751015.0,right
pat_neto_12max,bin_2,7,14751015.0,4082779871.0,right
utilidad_neta_6max,bin_1,1,-281910.001,1619164.0,right
utilidad_neta_6max,bin_1,2,1619164.0,3114474.0,right
utilidad_neta_6max,bin_1,3,3114474.0,4785642.0,right
utilidad_neta_6max,bin_1,4,4785642.0,6867793.0,right
utilidad_neta_6max,bin_1,5,13625769.0,25241465.0,right
utilidad_neta_6max,bin_1,6,25241465.0,5105646001.0,right
utilidad_neta_6max,bin_7,1,6867793.0,9670708.0,right
utilidad_neta_6max,bin_7,2,9670708.0,13625769.0,right
utilidad_neta_12max,bin_1,1,-281910.001,1825776.125,right
utilidad_neta_12max,bin_1,2,1825776.125,3406017.0,right
utilidad_neta_12max,bin_1,3,3406017.0,5198419.75,right
utilidad_neta_12max,bin_1,4,5198419.75,7332339.5,right
utilidad_neta_12max,bin_1,5,7332339.5,10449296.0,right
utilidad_neta_12max,bin_1,6,10449296.0,14632516.0,right
utilidad_neta_12max,bin_1,7,14632516.0,26164636.0,right
utilidad_neta_12max,bin_1,8,26164636.0,5105646001.0,right
saldo_vivo_6max,bin_1,1,-0.001,131645.43,right
saldo_vivo_6max,bin_2,1,131645.43,285140.662,right
saldo_vivo_6max,bin_2,2,285140.662,495377.341,right
saldo_vivo_6max,bin_2,3,495377.341,800000.0,right
saldo_vivo_6max,bin_2,4,800000.0,1257074.792,right
saldo_vivo_6max,bin_2,5,1257074.792,2045999.1,right
saldo_vivo_6max,bin_2,6,2045999.1,3657546.742,right
saldo_vivo_6max,bin_2,7,3657546.742,104802925.26,right
saldo_vivo_12max,bin_1,1,-0.001,158121.596,right
saldo_vivo_12max,bin_2,1,158121.596,320000.0,right
saldo_vivo_12max,bin_2,2,320000.0,548207.28,right
saldo_vivo_12max,bin_2,3,548207.28,896709.3,right
saldo_vivo_12max,bin_2,4,896709.3,1393616.416,right
saldo_vivo_12max,bin_2,5,1393616.416,2200000.0,right
saldo_vivo_12max,bin_2,6,2200000.0,3950000.0,right
saldo_vivo_12max,bin_2,7,3950000.0,104802925.26,right
total_saldo_6max,bin_1,1,-0.001,156634.16,right
total_saldo_6max,bin_2,1,156634.16,366686.83,right
total_saldo_6max,bin_2,2,366686.83,625360.254,right
total_saldo_6max,bin_2,3,1554331.048,2421302.865,right
total_saldo_6max,bin_2,4,2421302.865,4211236.961,right
total_saldo_6max,bin_6,1,625360.254,986204.302,right
total_saldo_6max,bin_6,2,986204.302,1554331.048,right
total_saldo_6max,bin_6,3,4211236.961,104802925.26,right
total_saldo_12max,bin_1,1,-0.001,199967.406,right
total_saldo_12max,bin_2,1,199967.406,426259.705,right
total_saldo_12max,bin_2,2,426259.705,718543.67,right
total_saldo_12max,bin_2,3,718543.67,1066666.76,right
total_saldo_12max,bin_2,4,1066666.76,1720000.0,right
total_saldo_12max,bin_2,5,1720000.0,2669132.734,right
total_saldo_12max,bin_2,6,2669132.734,4597602.0,right
total_saldo_12max,bin_2,7,4597602.0,104802925.26,right
siniincicap_v_6max,bin_1,1,-0.001,3399.685,right
siniincicap_v_6max,bin_1,2,3399.685,6470.922,right
siniincicap_v_6max,bin_1,3,11938.415,20893.7,right
siniincicap_v_6max,bin_1,4,20893.7,46648.695,right
siniincicap_v_6max,bin_1,5,46648.695,6219374.588,right
siniincicap_v_6max,bin_6,1,6470.922,11938.415,right
siniincicap_v_12max,bin_1,1,-0.001,2934.71,right
siniincicap_v_12max,bin_1,2,2934.71,6576.867,right
siniincicap_v_12max,bin_1,3,12285.16,23459.295,right
siniincicap_v_12max,bin_1,4,23459.295,61252.26,right
siniincicap_v_12max,bin_1,5,61252.26,6219374.588,right
siniincicap_v_12max,bin_6,1,6576.867,12285.16,right
saldo_vencido_6max,bin_1,1,-0.001,200.0,right
saldo_vencido_6max,bin_2,1,200.0,8498649.86,right
saldo_vencido_12max,bin_1,1,-0.001,1623.0,right
saldo_vencido_12max,bin_2,1,1623.0,8498649.86,right
saldo_neto_6var,bin_1,1,-0.0284,0.0362,right
saldo_neto_6var,bin_2,1,-1228.139,-0.756,right
saldo_neto_6var,bin_2,2,-0.756,-0.247,right
saldo_neto_6var,bin_2,3,-0.247,-0.0284,right
saldo_neto_6var,bin_2,4,0.0362,0.095,right
saldo_neto_6var,bin_2,5,0.095,0.198,right
saldo_neto_6var,bin_2,6,0.198,0.532,right
saldo_neto_6var,bin_2,7,0.532,2991.252,right
saldo_neto_12var,bin_1,1,-1438.7649999999999,-0.922,right
saldo_neto_12var,bin_1,2,-0.922,-0.403,right
saldo_neto_12var,bin_1,3,-0.403,-0.111,right
saldo_neto_12var,bin_1,4,-0.111,0.0387,right
saldo_neto_12var,bin_1,5,0.0387,0.149,right
saldo_neto_12var,bin_1,6,0.149,0.331,right
saldo_neto_12var,bin_7,1,0.331,0.831,right
saldo_neto_12var,bin_7,2,0.831,3226.975,right
patrimonio_neto_6var,bin_1,1,-0.209,-0.0942,right
